,title,price,land,building,bed,bath,floor,certificate,location
279,Rumah Baru Lingkungan Padat 3 KM Dari Jogja Bay,Rp 550.800.000,108,45,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
280,"Rumah Induk+ Kost Pringwulung dkt UAJY Mrican,Sadhar,Gejayan,Ambarukmo",Rp 1.600.000.000,200,200,8,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
281,"Rumah Mewah + 4 Ruko Dkt UGM, UNY, UKDW, SADHAR",Rp 50.000.000.000,1119,1119,8,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
282,Rumah Minimalis 2 Lantai Dengan Kolam Renang Pribadi Dekat Kampus UMY,Rp 880.000.005,106,90,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
283,Rumah kos2an 14 KT 14 KM full penghuni bisa TT samping minimarket,Rp 2.250.000.000,287,287,&gt;10,&gt;10,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
284,HUNIAN MODERN MINIMALIS SIAP HUNI LOKASI PREMIUM,Rp 700.000.211,101,47,2,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
285,Promo Lebaran  Cluster Modern  di Tamantirto,Rp 479.999.999,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
286,RUMAH MINIMALIS MODERN CANTIK DI JOGJA UTARA - SMR120,Rp 415.000.000,121,45,2,1,1,SHM - Sertifikat Hak Milik,"Tempel, Sleman Kab., Yogyakarta D.I."
287,Rumah Baru Lingkungan Padat 3 KM Dari Jogja Bay,Rp 550.800.000,108,45,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
288,"RUMAH KAVLING MODERN STRATEGIS DI SIDOARUM, GODEAN - SMR 100",Rp 830.000.000,151,90,3,2,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
289,"Diskon Lebaran Rumah Dijual Murah , Ambarketawang",Rp 520.200.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
290,HUNIAN MODERN DEKAT KARST TUBING - SMR 246,Rp 530.000.000,110,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
291,Jual Rumah Siap Huni Di Sleman Harga Terjangkau Siap KPR,Rp 585.000.057,120,88,3,2,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
292,Rumah Dijual LT:250 Perumahan Banteng Jl. Kaliurang Km. 7 dkt UGM,Rp 2.900.000.000,150,140,5,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
293,Rumah murah di area Lempongsari Palagan,Rp 685.000.000,113,105,2,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
294,RUMAH BANGUNTAPAN POTORONO JL PLERET DEKAT KOTAGEDE UAD GIWANGAN JOGJA,Rp 510.000.000,90,37,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
295,Kode RSH 191 # Rumah Cantik  baru Siap Huni di Karangasem Patalan Jeti,Rp 400.000.000,120,120,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I."
296,RUMAH MEWAH MODERN STRATEGIS DEKAT JOGJA BAY - SMR 234,Rp 1.500.000.000,97,150,5,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
297,RUMAH CANTIK FULL FURNISHED JAKAL KM 9,Rp 675.000.000,107,70,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
298,"400 Jutaan, Cluster Tamantirto Hills Kasihan Bantul, Siap Bangun",Rp 470.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
299,rumah 200an juta tipe 36 minimalis shm imb minggir sleman,Rp 295.000.000,108,36,2,1,0,SHM - Sertifikat Hak Milik,"Minggir, Sleman Kab., Yogyakarta D.I."
300,"rumah mewah di jalan kaliurang km 13 dkt uii terpadu,pandanaran",Rp 3.950.000.000,419,252,5,5,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
301,Rumah MURAH Siap huni dkt Polres Sleman,Rp 375.000.000,106,47,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
302,Rumah Kebun Mewah Konsep Villa Luas 962 meter di Turi,Rp 1.950.000.000,962,160,4,2,2,SHM - Sertifikat Hak Milik,"Turi, Sleman Kab., Yogyakarta D.I."
303,Dijual Kos-kosan Strategis Daerah Kampus Depok Sleman,Rp 1.900.000.000,265,550,&gt;10,7,2,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
304,rumah 200an juta tipe 36 minimalis shm imb minggir sleman,Rp 295.000.000,108,36,2,1,0,SHM - Sertifikat Hak Milik,"Minggir, Sleman Kab., Yogyakarta D.I."
305,"RUMAH STRATEGIS DIJUAL DEKAT AMBARUKMO PLAZA
- SMR 319",Rp 1.400.000.000,136,110,4,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
306,Rumah Murah Baru Dekat UMY Bagunjiwo,Rp 475.000.000,102,45,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
307,Rumah siap bangun lokasi strategis 50 m jln Godean km 15,Rp 425.000.000,130,36,2,1,1,SHM - Sertifikat Hak Milik,"Moyudan, Sleman Kab., Yogyakarta D.I."
308,Cluster Minimalis Dekat Kampus UMY Lingkungan Nasionalis,Rp 400.000.000,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
309,"5 Menit Stasiun Wates, Luasan 137 m2",Rp 191.800.000,58,30,2,1,1,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I."
310,Rumah Siap Huni di Jl Imogiri Barat KM 12 Jetis Bantul dkt Bantul Kota,Rp 325.000.005,85,60,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I."
311,Rumah 200 Jutaan Murah Minimalis di Gaten Jetis Siap Bangun,Rp 250.000.222,60,36,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I."
312,Di jual rumah baru siap huni pendowoharjo sewon bantul,Rp 450.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I."
313,"Rumah 2 Lantai Dalam Cluster Di Klidon Sukoharjo, Dekat Kampus UII",Rp 1.150.000.003,121,100,3,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
314,"Rumah Murah Tanah Luas dekat Jombor ,  JCM , SCH dan Pusat kota Jogja",Rp 1.000.000.000,225,150,9,9,,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
315,HUNIAN MURAH DP RINGAN DEKAT KAMPUS UMY,Rp 300.789.678,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
316,"Rumah dijual dekat polsek bantul 580 juta siap huni di deresan, bantul",Rp 580.000.010,121,63,2,1,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
317,,Rp 30.000,44,100,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
318,Rumah Minimalis Full Furnished dlm Perumahan Jongke Security 24 Jam,Rp 1.400.000.000,132,90,3,3,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
319,Murah ! Rumah Baru dalam Perum di jl.imogiri dekat UAD Giwangan Jogja,Rp 776.000.000,88,76,3,2,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
320,Rumah baru jakal km 12 dekat UII sedang proses bangun,Rp 794.900.000,111,70,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
321,Lokasi strategis dekat dengan pusat kota,Rp 500.000.000,72,72,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
322,"Rumah Induk+ Kost Pringwulung dkt UAJY Mrican,Sadhar,Gejayan,Ambarukmo",Rp 1.600.000.000,200,200,8,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
323,Rumah sederhana dalam ringroad dekat UPY sonosewu nitiprayan UMY,Rp 300.000.000,46,46,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
324,HUNIAN MURAH DP RINGAN DEKAT KAMPUS UMY,Rp 300.789.678,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
325,"Rumah dijual dekat polsek bantul 580 juta siap huni di deresan, bantul",Rp 580.000.010,121,63,2,1,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
326,,Rp 30.000,44,100,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
327,Rumah Minimalis Full Furnished dlm Perumahan Jongke Security 24 Jam,Rp 1.400.000.000,132,90,3,3,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
328,Murah ! Rumah Baru dalam Perum di jl.imogiri dekat UAD Giwangan Jogja,Rp 776.000.000,88,76,3,2,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
329,"NEGO Sampai Deal, Bisa Custom Layout Rumah, Tipe 36, Maguwoharjo",Rp 458.000.000,64,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
330,Rumah Dekat Wisata Kasongan di Jipangan Bangunjiwo Siap Bangun,Rp 325.000.022,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
331,"Rumah Dekat UNY, UGM Jogja",Rp 2.950.000.000,200,379,6,6,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
332,Rumah Barat Kota Bantul Pinggir Jl Aspal di Pajangan Proses Bangun,Rp 450.000.000,120,45,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
333,Rumah murah akses papasan dekat RS UII Pandak.1483,Rp 295.000.000,96,45,2,1,1,SHM - Sertifikat Hak Milik,"Pandak, Bantul Kab., Yogyakarta D.I."
334,"Rumah Dekat UGM, BIAS, SCH",Rp 2.700.000.000,218,229,5,5,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
335,RUMAH CANTIK MURAH WEDOMARTANI,Rp 895.000.000,97,95,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
336,Rumah Dekat Jl Imogiri Timur di Jetis Bantul Kota Akses Jalan Aspal,Rp 385.000.009,102,61,3,2,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I."
337,Rumah Dekat Kampus UMY di Lemahabang Bangunjiwo Siap Huni,Rp 435.000.003,92,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
338,Rumah Modern dan Strategis dekat Amplaz,Rp 1.600.000.000,140,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
339,Rumah Jongke Dekat Pogung,Rp 3.450.000.000,473,397,7,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
340,rumah cantik &amp; kos2an dekat univ aisyiah jogja,Rp 1.300.000.000,77,150,3,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
341,DI JUAL MURAH 725 JT NEGO RUMAH BARU KEMBAR DEKAT UII TERPADU,Rp 725.000.000,126,70,2,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
342,Rumah 7 menit ke umy,Rp 360.000.000,82,70,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
343,Rumah Siaphuni type 90/141m2 SHM Rp695jt nego halus,Rp 695.000.000,140,80,3,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
344,Rumah Dekat Kampus UMY di Lemahabang Bangunjiwo Siap Huni,Rp 435.000.003,92,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
345,Rumah Modern dan Strategis dekat Amplaz,Rp 1.600.000.000,140,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
346,Rumah Jongke Dekat Pogung,Rp 3.450.000.000,473,397,7,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
347,Rumah klasik etnik jawa tepi aspal dalam beteng kraton legalitas SHM,Rp 3.750.000.000,617,158,5,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
348,Rumah 2 lantai full furnished dalam cluster di Nitikan Umbulharjo,Rp 2.100.000.000,113,130,3,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
349,"Rumah Dekat UMBY, UPN Jogja",Rp 3.000.000.000,237,202,3,2,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
350,"Berkah Ramadhan,Segera Dapatkan Rumah Hanya 500jt-an di Tridadi Sleman",Rp 520.000.005,87,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
351,Rumah 2 lantai di kawasan komplek timoho,Rp 2.500.000.000,190,170,5,5,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
352,"Rumah Mewah Dekat UTY, UGM",Rp 3.300.000.000,552,505,6,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
353,Perumahan Baru Griya Sentosa Utara Jombor,Rp 1.800.000.000,137,155,5,4,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
354,"Siap Bangun Hunian Mewah Elit dgn Private Pool, Developer Patrajasa",Rp 4.791.440.000,198,180,3,3,2,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
355,Rumah pese. Bangun 5 unit sisa 4 unit di ngemplak jangkang sleman,Rp 375.000.000,64,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
356,Rumah Siap Huni dlm Perumahan Elite Green Hills Jl Kapten Hariyadi,Rp 3.100.000.000,256,399,5,4,2,,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
357,"Rumah Gejayan Dekat UGM, UNY",Rp 3.000.000.000,208,247,6,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
358,"Kost eksklusif seturan kos dekat upn,ykpn,uii, atmajaya babarsari,ugm",Rp 2.300.000.000,145,250,10,10,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
359,"Villa Pakem, Area Wisata Kaliurang",Rp 2.840.000.000,1290,350,4,3,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
360,Jual kos di umbulharjo jogja,Rp 850.000.000,156,156,7,3,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
361,Rumah Siaphuni type 90/141m2 SHM Rp695jt nego halus,Rp 695.000.000,140,80,3,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
362,RUMAH DI PURWOMARTANI KALASAN SLEMAN DALAM CLUSTER DEKAT SAMBISARI,Rp 1.600.000.000,146,134,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
363,di jual mewah+kost exclusive lokasi strategis dekat kampus UIN,Rp 5.500.000.000,677,900,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
364,"Villa Pakem, Area Wisata Kaliurang",Rp 2.840.000.000,1290,350,4,3,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
365,Kost kos eksklusif Monjali dekat Pogung Plemburan UnyUGM Lempongsari,Rp 2.100.000.000,153,221,10,7,2,,"Depok, Sleman Kab., Yogyakarta D.I."
366,Kode : RSH 3240 #Rumah dan Warung Makan Strategis Siap Huni di Bangunt,Rp 1.800.000.000,291,50,3,2,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
367,Hunian Baru Banguntapan Tamanan Dekat JL Imogiri Timur UAD Giwangan,Rp 325.000.000,61,36,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
368,Kost dijual Jogja di Jakal 5 menit ke Kampus UII Jalan Kaliurang KM 13,Rp 1.900.000.000,150,120,10,10,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
369,Premium Griya Perumahan Wedomartani Dkat Jogja Bay Maguwoharjo Sleman,Rp 799.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
370,Hunian Perum Pusat Kota Gonjen Brajan Tamantirto Kasihan Dkt UMY UPY,Rp 480.000.000,92,102,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
371,Rumah dikotagede kotamadya,Rp 900.000.000,125,85,3,2,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
372,Rumah Bagus Perum JL Kaliurang Tiyasan Dekat PLN Banteng Kolombo UGM,Rp 650.000.000,93,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
373,"Asri Sejuk Dekat Sungai, Daaru Tirta Hutama, Bebas Desain Fasad",Rp 328.650.000,79,38,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
374,Griya Nyaman Perum JL Turi Dkt JL Magelang Pandowoharjo Pangukan,Rp 675.000.000,120,58,2,1,1,SHM - Sertifikat Hak Milik,"Turi, Sleman Kab., Yogyakarta D.I."
375,Rumah Perum 3KT 2KM Sleman Margoluwih Seyegan Dekat TGP Godean Jogja,Rp 325.000.000,83,50,3,2,2,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
376,Rumah modern cantik lingkungan dalam cluster wirobrajan dkt malioboro,Rp 550.000.000,85,55,2,1,0,,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
377,"NEGO Sampai Deal, Bisa Custom Layout Rumah, Tipe 36, Maguwoharjo",Rp 458.000.000,64,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
378,Kode RSH 305 # Rumah Murah Bagus di Baturetno Banguntapan Bantul Yogya,Rp 350.000.000,56,38,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
379,"Rumah Dekat UGM, UTY, MMTC",Rp 3.000.000.000,406,226,3,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
380,Dijual Cepat Hunian Murah kawasan ring road minimalis modern,Rp 481.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
381,RUMAH INDUSTRIAL DI JALAN PALAGAN KM 8 DEKAT FILOSOFI KOPI PALAGAN,Rp 1.450.000.000,143,89,2,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
382,"HARGA TERJANGKAU, MURAH, BISA KPR, BONUS MOTOR",Rp 369.852.369,192,45,2,2,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
383,Rumah baru di selatan lapangan tamantirto Bantul,Rp 400.303.999,101,60,3,2,0,,"Jetis, Bantul Kab., Yogyakarta D.I."
384,Kode RSH 305 # Rumah Murah Bagus di Baturetno Banguntapan Bantul Yogya,Rp 350.000.000,56,38,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
385,"Rumah Dekat UGM, UTY, MMTC",Rp 3.000.000.000,406,226,3,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
386,"Rumah cocok untuk Usaha , Kantor dekat Kampus UMY &amp; Pusat Kota Jogja",Rp 3.000.000.000,170,198,4,3,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
387,"Rumah Dekat UGM, UII Jogja",Rp 3.200.000.000,210,180,5,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
388,"Rumah Dekat UGM, Mall SCH",Rp 2.700.000.000,230,177,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
389,"Akses Mobil Masuk, Hunian Area Pundong I, Dekat Jl. Kebon Agung",Rp 440.000.000,87,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
390,"Rumah Dekat UMY, UPY, UBSI",Rp 3.250.000.000,272,397,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
391,"Rumah Furnished Dekat UGM, Pogung",Rp 2.600.000.000,139,204,4,4,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
392,Rumah Villa Dg Kolamrenang Murah Timur Pasar Gentan Jogja,Rp 2.300.000.600,517,196,4,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
393,Rumah dekat Gedong Kuning dlm ringroad,Rp 475.000.000,75,55,2,1,,,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
394,"Rumah Jogja, Dekat UGM, UAD",Rp 2.600.000.000,213,190,5,5,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
395,Rumah bagus dekat UGM dalam perumahan elit,Rp 2.800.000.000,375,450,9,5,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
396,Kost Mewah Exclusive 3 Lantai 37 Kamar Di Pogung Jl. Kaliurang Km. 4,Rp 12.000.000.000,774,668,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
397,,Rp 4.500.000.000,459,200,2,2,1,SHM - Sertifikat Hak Milik,"Srandakan, Bantul Kab., Yogyakarta D.I."
398,HARGA DISKON 2BEDROOM Apartemen Mataram City Di Yogyakarta,Rp 1.200.001.100,45632,68,2,2,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
399,Unit Spesial Terbesar Dan Termurah Se Jogja Mataram City Harga Diskon,Rp 900.000.001,57,57,2,1,,,"Ngaglik, Sleman Kab., Yogyakarta D.I."
400,Dijual Cepat Hunian Murah kawasan ring road minimalis modern,Rp 481.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
401,"RUMAH CANTIK MODERN DI JL SOLO, PROLIMAN BOGEM",Rp 650.000.000,94,50,2,1,1,,"Kalasan, Sleman Kab., Yogyakarta D.I."
402,Rumah Kodya Dekat Kampus UST Taman Siswa,Rp 1.450.000.000,72,130,3,2,3,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
403,"RUMAH DENGAN TANAH LUAS BARAT UGM &amp; RS.SARJIYO DEKAT TUGU, MALIOBORO",Rp 2.098.900.000,150,300,6,2,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
404,Kost Mewah Exclusive 3 Lantai 37 Kamar Di Pogung Jl. Kaliurang Km. 4,Rp 12.000.000.000,774,668,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
405,,Rp 4.500.000.000,459,200,2,2,1,SHM - Sertifikat Hak Milik,"Srandakan, Bantul Kab., Yogyakarta D.I."
406,HARGA DISKON 2BEDROOM Apartemen Mataram City Di Yogyakarta,Rp 1.200.001.100,45632,68,2,2,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
407,Unit Spesial Terbesar Dan Termurah Se Jogja Mataram City Harga Diskon,Rp 900.000.001,57,57,2,1,,,"Ngaglik, Sleman Kab., Yogyakarta D.I."
408,Murah siap huni di Maguwoharjo Depok sleman,Rp 695.000.000,100,65,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
409,Rumah dijual kos di dekat kampus isi sewon jl parangtritis,Rp 850.000.000,120,85,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
410,Dijual Rumah Mewah Di Kawasan Premium Seturan,Rp 2.100.000.000,171,300,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
411,Rumah bagus 2 lantai di jalan kaliurang km 8 jaban,Rp 1.600.000.000,115,180,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
412,Rumah bagus minimalis modern,Rp 2.000.000.000,129,131,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
413,Rumah mewah perumahan bale agung jalan kaliurang Km 6,Rp 5.500.000.000,360,580,7,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
414,"Kost eksklusif dekat UGM Jl Monjali, Pogung, Pandega,Nandan,tugu Jogja",Rp 3.300.000.000,0,0,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
415,Rumah 2 lantai Fully Furnish di Karangmojo Purwomartani Kalasan Sleman,Rp 1.300.000.000,136,95,3,2,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
416,Rumah 2 lantai Fully Furnish di Karangmojo Purwomartani Kalasan Sleman,Rp 1.300.000.000,145,200,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
417,Rumah bagus dengan lingkungan perumahan  kodya nyaman sekali,Rp 1.650.000.000,170,150,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
418,Rumah cantik dalam ringroad dekat sekali ke UGM pogung,Rp 2.500.000.000,135,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
419,Homestay Cantik di Prawirotaman dijual semi furnished,Rp 4.900.000.000,340,180,4,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
