,title,price,land,building,bed,bath,floor,certificate,location
2694,Rumah Minimalis Klaster di Timur Jogja,Rp 485.000.287,75,45,2,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2695,2 UNIT TERAKHIR !! RUMAH MURAH 200JTAN DI PRAMBANAN DEKAT EXIT TOL,Rp 289.999.999,76,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2696,Bagus &amp; Murah Rumah Desain Cantik Limasan 300 Juta di Utara Prambanan,Rp 300.000.000,110,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2697,Jual Hunian Minimalis Di Prambanan Konsep Klasik Siap KPR!!!,Rp 470.000.000,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2698,Miliki Hunian Konsep Heritage di Lingkungan Asri Timur Jogja 200 Jt-an,Rp 250.000.045,85,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2699,Rumah Classic Siap Huni di Cluster Prambanan Village III,Rp 485.000.000,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2700,Hunian Klasik Nyaman Dijual dekat Candi Prambanan,Rp 482.000.038,122,75,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2701,Rumah Minimalis Piyungan Bantul,Rp 1.800.000.000,588,200,5,3,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2702,Dekat  Situs Payak Jalan Wonosari km 12 Srimulyo Piyungan,Rp 649.000.000,158,90,3,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2703,Rumah Eksklusif 2 Lantai dekat Jalan Wonosari Jogja Dibawah 900 Juta,Rp 850.000.024,108,68,3,3,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2704,WOW Cuma 400 Jutaan Sudah Dapat Rumah Estetik di Piyungan Bantul,Rp 440.000.046,79,45,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2705,"DESIGN MINIMALIS CANTIK, RUMAH 215 JUTA DI PRAMBANAN",Rp 215.000.000,85,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2706,Cluster Dengan Desain Modern Strategis Dekat Pasar Giwangan,Rp 461.879.000,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2707,Hyang Salinas village - Perumahan modern dekat Kids Fun,Rp 910.000.000,108,90,2,1,0,,"Piyungan, Bantul Kab., Yogyakarta D.I."
2708,Dijual cluster dengan skema bayar mudah,Rp 360.000.000,81,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2709,ONE SYSTEM GATE PROSES BANGUN CASHBACK PULUHAN JUTA DEKAT RINGROAD,Rp 369.999.636,75,47,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2710,di jual cepat rumah tepi jln raya cocok untuk usaha jln wonosari,Rp 1.800.000.000,588,200,5,3,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2711,RUMAH PESAN BANGUN - BARAT LAPANGAN KASIHAN - 8 MENIT KE UMY,Rp 361.233.339,86,49,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2712,Rumah Prambanan Klaten Siap Bangun Dalam Kompleks Wisata Candi Yogya,Rp 569.500.000,106,75,3,2,1,,"Prambanan, Sleman Kab., Yogyakarta D.I."
2713,RUMAH LUAS TERMURAH STRATEGIS DEKET LAPANGAN WONOKROMO BANTUL YOGYA,Rp 1.500.000.000,152,185,4,4,,,"Pleret, Bantul Kab., Yogyakarta D.I."
2714,RUMAH TERMURAH TEPI JALAN RAYA PRAMBANAN,Rp 385.000.000,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2715,Rumah Murah di Dekat Candi Prambanan The Palm,Rp 168.000.000,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2716,Rumah Bernuansa kuno Jawa 3 Unit Terakhir,Rp 395.000.000,90,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2717,Rumah Baru 3 kamar di Tamanan dkt Kampus UAD Banguntapan,Rp 564.900.000,103,75,3,2,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2718,Rumah Perumahan Dekat Kids fun Jl Wonosari Potorono Piyungan Jogja,Rp 525.000.000,84,45,2,1,1,HGB - Hak Guna Bangun,"Piyungan, Bantul Kab., Yogyakarta D.I."
2719,SPESIAL JOGLO MEWAH HARGA EKONOMIS PRAMBANAN,Rp 1.300.000.000,379,135,3,3,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2720,Rumah Classic Modern Cicilan Ringan 2Jt/Bulan,Rp 250.000.000,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2721,Hunian Murah Villa Guesthouse Etnik Jawa,Rp 400.000.000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2722,Rumah Nyaman Bebas Biaya Balik Nama dekat Puskesman Piyungan,Rp 460.000.020,73,40,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2723,Rumah Joglo Etnic KPR Cicilan 1Jt an/Bln,Rp 200.000.000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2724,Rumah dekat Jl Wonosari KM 14 di Piyungan Bantul Proses Bangun,Rp 385.000.004,131,72,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2725,Rumah dekat Jl Wonosari KM 14 di Piyungan Bantul Proses Bangun,Rp 385.000.002,131,72,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2726,Rumah Termurah Hanya 400Jt-an,Rp 400.000.000,72,36,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2727,Rumah siap bangun cluster lingkungan nyaman sekali pleret,Rp 469.000.000,99,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2728,Rumah Klasik Ekonomis 200Jt-an Saja di Manisrenggo,Rp 250.000.069,70,38,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2729,"Rumah minimalis dekat UAD di pungkuran,  pleret,  bantul dekat pasar",Rp 407.000.010,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2730,RUMAH SIAP HUNI MURAH DI PRAMBANAN,Rp 630.000.000,80,140,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2731,Rumah keluarga siap huni,Rp 385.000.000,90,45,3,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2732,(RZ) DIJUAL RUMAH GRAND INTAN REGENCY 2,Rp 620.000.000,84,58,2,1,,,"Pleret, Bantul Kab., Yogyakarta D.I."
2733,Rumah di Pungkuran Pleret Bantul dekat Pasar Pleret Siap Bangun Mewah,Rp 407.000.004,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2734,Hunian Klasik Nyaman Dijual dekat Candi Prambanan,Rp 482.000.038,122,75,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2735,Griya Minimalis Menarik Imogiri Timur Pleret Dkt Sultan Agung Pandes,Rp 315.000.000,96,40,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2736,BELI RUMAH DI PRAMBANAN DEKAT KAWASAN WISATA,Rp 505.000.673,86,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2737,Hunian Nyaman Jawonsa Piyungan Bintaran Kulon Srimulyo Bantul,Rp 420.000.000,95,60,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2738,Rumah Murah Siap Huni di Jalan Imogiri  km 7 dkt Giwangan &amp; Kampus UAD,Rp 365.000.000,75,38,2,1,1,HGB - Hak Guna Bangun,"Pleret, Bantul Kab., Yogyakarta D.I."
2739,Jual Rumah Cantik Limasan Dekat Kids Fun Yogyakarta Dapat SHM-P,Rp 627.900.006,74,45,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2740,"Rumah Cantik minimalis, Dekat Puskesmas Banguntapan Full Furnish",Rp 365.000.000,72,36,2,1,1,HGB - Hak Guna Bangun,"Pleret, Bantul Kab., Yogyakarta D.I."
2741,Rumah Siap Huni Dalam Cluster Dekat Terminal Giwangan Jogja,Rp 520.000.000,72,36,2,1,1,HGB - Hak Guna Bangun,"Pleret, Bantul Kab., Yogyakarta D.I."
2742,Rumah Cantik Asri 2 Lantai Strategis Dekat Balong Waterpark,Rp 617.000.000,94,69,3,2,2,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2743,"Murmer Dijual Rumah Baru Siap Huni di Piyungan, Bantul",Rp 385.000.000,86,60,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2744,"RUMAH MURAH BISA KPR ONE GATE SYSTEM , ANGSRN RINGAN",Rp 168.000.091,63,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2745,Hunian Baru Jawonsa Piyungan Bintaran Kulon Srimulyo Dkt Kids Fun,Rp 452.000.000,86,60,2,2,,,"Piyungan, Bantul Kab., Yogyakarta D.I."
2746,"Dijual Rumah Cantik Area Prambanan, Konsep Limasan Modern",Rp 494.000.000,80,45,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2747,Rumah Murah Dalam Perumahan di Gondang Klaten,Rp 355.000.041,120,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2748,RUMAH DESIGN ETNIK DI PRAMBANAN HARGA 200JTAN KAWASAN BERKEMBANG,Rp 250.000.000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2749,PERUM ELITE HARGA TERJANGKAU DI PRAMBANAN VILLAGE TERBARU,Rp 700.700.000,276,140,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2750,Hunian Tinggal Bagus Segera Huni di Prambanan,Rp 265.000.000,89,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2751,"3 Unit Terakhir, Rumah Siap Bangun Harga Murah Bisa Kpr",Rp 316.005.000,76,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2752,Hunian Klasik Nyaman Dijual dekat Candi Prambanan,Rp 482.000.038,105,50,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2753,Super Mewah Rumah Limasan Etnik Jawa Mangku Jalan Raya di Prambanan,Rp 470.000.000,45,80,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2754,"Hunian strategis, ramai, akses mudah",Rp 380.001.840,86,50,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2755,Rumah Dekat JL Wonosari Dkt Pasar Wage Piyungan Bantaran Kulon,Rp 420.000.000,107,60,3,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2756,"Rumah Milenial 2 Lantai di Selatan Jalan Wonosari, Dalam Perum",Rp 650.005.000,96,45,1,2,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2757,DIJUAL CEPAT; Rumah Furnish Tinggal Huni di Banguntapan Bantul,Rp 425.000.000,103,45,2,1,1,,"Pleret, Bantul Kab., Yogyakarta D.I."
2758,Rumah vanrik full furniture lingkungan dalam perumahan imogiri timur,Rp 950.000.000,155,85,2,2,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2759,RUMAH 2 LANTAI PALING MURAH 4 MENIT DARI CANDI PRAMBANAN,Rp 480.000.000,60,52,3,1,2,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2760,RUMAH BARU MINIMALIS MURAH DI PIYUNGAN. BPY2,Rp 385.000.000,72,171,3,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2761,RUMAH DI PIYUNGAN BANTUL DEKAT KIDS FUN JALAN WONOSARI,Rp 426.000.000,81,45,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2762,Rumah Minimais FREE Interior Lokasi Strategis dekat Pasar Panasan/Wage,Rp 440.000.022,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2763,Ready KPR Rumah Klasik Minimalis 200 Jt-an dekat Polsek Manisrenggo,Rp 250.000.064,86,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2764,Hunian Jawa Jawa Limasan Semi Klasik Dekat Candi Prambanan,Rp 455.098.107,86,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2765,Legalitas Terjamin Komplit Rumah Mewah 1 Lantai 600jutaan di Bantul,Rp 650.000.003,108,55,2,1,0,,"Piyungan, Bantul Kab., Yogyakarta D.I."
2766,RUMAH MURAH DEKAT PINTU KELUAR CANDI PRAMBANAN HARGA 300JTAN ALL IN,Rp 385.000.000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2767,Hanya 1 Unit Rumah Murah ELEGAN Tanahnya Luas dekat RSUD Prambanan,Rp 395.000.000,131,72,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2768,RUMAH CANTIK MURAH DEKAT JLN. JOGJA - SOLO,Rp 402.651.921,75,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2769,,Rp 95.000.000,167,63,2,2,1,SHM - Sertifikat Hak Milik,"Tepus, Gunung Kidul Kab., Yogyakarta D.I."
2770,Cluster Modern 400 Meter Dari Jalan Imogiri Timur Bantul Siap Huni,Rp 431.000.002,96,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2771,Rumah Konsep Eropa di Candi Perambanan hanya 500jtan,Rp 505.000.384,90,36,2,1,2,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2772,INCLUDE FASUM! RUMAH BARU DEKAT CANDI PRAMBANAN,Rp 505.000.382,342,110,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2773,RUMAH MURAH 200JTAN DI PRAMBANAN TANAH LUAS . DEKAT EXIT TOL,Rp 289.999.999,122,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2774,,Rp 579.999.999,112,55,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2775,RUMAH NON-SUBSIDI MULAI 160JT-an LEGALITAS SHM,Rp 168.000.533,60,27,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2776,Jual Rumah Siap Bangun Lokasi Dekat Kids Fun Piyungan Bantul,Rp 445.000.000,209,100,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2777,CANTIK MODERN DEKAT KE KOTA LOKASI JALAN WONOSARI,Rp 375.000.000,72,40,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2778,"Dijual Rumah Barat SMAN 1 Prambanan, View Sawah, Lokasi Strategis",Rp 510.009.900,97,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2779,Jual Rumah Konsep Minimalis Eropa Di Prambanan Legalitas SHM Siap KPR,Rp 225.000.000,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2780,"Rumah Dalam Cluster, Siap Bangun Hanya 3 Unit Terakhir",Rp 316.000.200,76,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2781,"Hunian Klasik di Kawasan Candi Prambanan siap KPR,",Rp 585.000.290,122,75,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2782,Rumah Joglo Siap Bangun Area Candi Prambanan,Rp 585.000.560,105,50,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2783,TINGGAL 4 UNIT! RUMAH HERITAGE DI UTARA SGM PRAMBANAN 250JT-an,Rp 256.000.363,88,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2784,Villa etnik nuansa jawa di madurejo prambanan,Rp 2.800.000.000,1270,340,5,3,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2785,JOGLO BARU DESAIN MEWAH SIAP HUNI  DI PRAMBANAN!,Rp 1.300.000.000,375,135,4,5,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2786,Hunian Cantik Kesan Homey Dalam Cluster di Bugisan,Rp 525.500.000,86,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2787,"Rumah Baru Siap Huni Ala Limasan Jawa di Klaten, BISA KPR",Rp 470.000.114,86,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2788,"8 Menit ke RS Manisrenggo, Homestay Joglo Menawan Siap Huni di Pramban",Rp 1.300.000.000,375,135,4,5,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2789,RUMAH MURAH TEPI JALAN RAYA PATUK DP 0%,Rp 210.000.000,60,39,2,1,1,SHM - Sertifikat Hak Milik,"Patuk, Gunung Kidul Kab., Yogyakarta D.I."
2790,VILA MURAH TEPI PANTAI GUNUNG KIDUL,Rp 340.000.000,60,38,2,1,1,SHM - Sertifikat Hak Milik,"Tepus, Gunung Kidul Kab., Yogyakarta D.I."
2791,RUMAH ETNIK MURAH 1 MENIT DARI CANDI PRAMBANAN,Rp 496.000.000,95,46,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2792,Jual Hunian Minimalis Di Bantul Harga Terjangkau Siap KPR,Rp 627.900.047,108,55,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2793,RUMAH TERMURAH DI PLERET TANPA UANG MUKA,Rp 195.000.000,93,60,1,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2794,"RUMAH MURAH MILLENIAL SHM, BISA KPR ANGSRN MULAI 900RB-AN",Rp 167.999.999,61,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2795,Rumah baru siap huni dikalasan sleman jogja,Rp 390.000.000,96,60,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2796,RUMAH LIMASAN SUPER STRATEGIS DEKAT CANDI PRAMBANAN,Rp 525.500.000,86,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2797,Rumah cantik sangat nyaman dan sejuk bintaran jalan wonosari nyaman,Rp 1.300.000.000,467,552,7,6,,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2798,RUMAH MODERN UNIK DI PRAMBANAN READY KPR HARGA 300JT-an,Rp 345.000.531,70,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2799,"View Sawah: Kavling Perumahan Pleret Bantul, Cicil 12X",Rp 160.000.000,154,150,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2800,PERUMAHAN TERMURAH LOKASI STRATEGIS DI PRAMBANAN CUMA 300jtaan,Rp 345.000.823,73,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2801,Rumah Siap Bangun Gaya Tropical dekat Kid Fun Park,Rp 445.000.010,108,45,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2802,Rumah Joglo Area Candi Prambanan Siap Bangun,Rp 585.000.800,105,50,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2803,Rumah Baru Siap Huni di Utara SMAN 1 Prambanan,Rp 510.002.000,122,75,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2804,Perumahan Eksklusif di Jogja Timur Jl. Wonosari km 11 dekat Kids Fun,Rp 850.000.000,108,68,3,3,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2805,"Miliki Hunian Gaya Eropa 300 Juta, 300 meter ke Jalan Solo",Rp 316.000.990,81,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2806,"Murah banget rumahnya, strategis banget lokasinya",Rp 365.454.100,86,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2807,Jual rumah murah tepi aspal dekat Jogja TV Berbah Sleman Yogya,Rp 1.500.000.000,588,200,5,3,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2808,Rumah Minimalis Modern Area Prambanan 200Jt-an,Rp 200.000.000,68,32,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2809,200 Jt-an Bisa Dapat Rumah Klasik dengan Pintu Ukiran Khas Jawa? Bisa!,Rp 250.000.061,88,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2810,RUMAH MURAH SHM BISA KPR DP &amp; ANGSURAN RINGAN,Rp 199.000.000,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2811,RUMAH BARU HANYA 200METER DARI JL RAYA MANISRENGGO-PRAMBANAN,Rp 199.000.644,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2812,"Rumah dekat UAD,  desain modern,  bisa kpr, dipungkuran, pleret bantul",Rp 407.000.600,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2813,MULAI 100JT-an BISA DAPAT RUMAH MODERN DI TIMUR JOGJA,Rp 168.000.278,62,28,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2814,Hunian Minimalis - Terjangkau (Fasilitas Kolam Renang),Rp 173.000.015,39,27,1,1,1,HGB - Hak Guna Bangun,"Prambanan, Sleman Kab., Yogyakarta D.I."
2815,JUAL MURAAAH VILLA LIMASAN JOGLO ANTIK PRAMBANAN,Rp 2.500.000.001,1290,350,4,3,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2816,Hunian Ekonomis - Desain Manis - L0kasi Strategis,Rp 173.000.037,39,37,1,1,1,HGB - Hak Guna Bangun,"Prambanan, Sleman Kab., Yogyakarta D.I."
2817,RUMAH DI PRAMBANAN KLATEN DALAM PERUMAHAN DEKAT CANDI PRAMBANAN,Rp 300.000.000,76,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2818,"Jual Cepat Rumah dg Tanah Luas, Dekat Pasar Piyungan",Rp 1.250.000.000,600,250,5,3,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2819,Carport Full Keramik Cluster Modern Selatan UMY Lingkungan Nasional,Rp 486.000.000,101,70,3,2,2,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2820,Kawasan Rumah Joglo Classic,Rp 385.000.000,87,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2821,KPR Ready Pasti Akad Rumah Jogja dekat Kid Fun Park,Rp 522.500.024,75,40,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
2822,Info Rumah Murah Modern Gaya Eropa 300 Juta,Rp 342.000.909,63,36,2,1,1,,"Prambanan, Sleman Kab., Yogyakarta D.I."
2823,"Dijual rumah kuno dipleret, Bantul Yogyakarta",Rp 4.000.000.000,615,440,6,3,2,,"Piyungan, Bantul Kab., Yogyakarta D.I."
2824,Rumah modern siap huni dekat kampus 4 UAD - SMR224,Rp 430.000.000,72,36,2,1,1,HGB - Hak Guna Bangun,"Pleret, Bantul Kab., Yogyakarta D.I."
2825,,Rp 2.500.000.000,1070,300,4,2,1,SHM - Sertifikat Hak Milik,"Patuk, Gunung Kidul Kab., Yogyakarta D.I."
2826,VILLA JOGLO MEWAH TANAH LUAS ADA PRIVATE POOL=,Rp 800.000.000,150,60,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2827,Rumah dijual dekat jambidan cuma 200m dari Jl. Pleret,Rp 650.000.000,116,80,3,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
2828,"Desain Modern Klasik 300Jt-an, Nikmati Punya Hunian Bergaya Etnik",Rp 335.000.000,73,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2829,"BARU HANYA 2 UNIT, RUMAH JAWA LUASAN 102 m2 DI NANGSRI",Rp 300.000.000,110,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2830,Start 400Jt-an Rumah Baru Bisa Cicilan di Prambanan Klaten,Rp 485.002.837,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
2831,Rumah Classic Siap Huni Dengan Tipe 36/84 m2 Dalam Cluster,Rp 485.018.391,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
