title,price,land,building,bed,bath,floor,certificate,location,landprice,loc,point,lat,lon,regency
Rumah Nyaman Asri di pinggir jalan Dekat Bandara NYIA,575000847,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4791673,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Rumah Modern Lingkungan Ramai 13 KM Bandara YIA,295350000,132,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2237500,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Rumah siap huni wates,455000000,160,72,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2843750,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Mewah Pinggir jln raya Cocok untuk INVESTASI dekat  Bandara NYIA,555000999,122,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4549188,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Rumah Murah Dekat Bandara YIA,350000000,93,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3763440,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Estetik Modern dekat Bandara NYIA,575000847,134,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4291051,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah mewah strategis mangku jalan nasional.,575000008,118,55,3,1,0,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4872881,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"Jual Cepat BU Sekali, Lokasi dekat pasar Ngebung 15 menit bandara YIA",210000000,90,64,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2333333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Dijual Rumah Hunian di Wates Kulon Progo,560000000,125,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4480000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
komplek perumahan bukit indah ceria minimalis non subsidi 100an juta,160000000,60,30,2,1,0,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2666666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah siap huni Milir Pengasih dekat Kampus UNY Wates,475000000,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",3958333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
"Rumah Mewah Naraya ,Dekat Bandara NYIA",561000211,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4675001,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Villa murah di girimulyo pengasih kulon progo,139000000,118,120,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",1177966,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
RUMAH HARGA TERJANGKAU DAN BANYAK BONUS,300000000,94,40,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3191489,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Perumahan mewah 10mnt dari gerbang tol bandara YIA,550000000,96,60,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",5729166,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
MURAH SIAP HUNI 300 Jutaan dlm Perumahan Griya Pengasih Kulon Progo,300000000,96,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3125000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
RUMAH HARGA TERJANGKAU KUALITAS MEMUKAU,275000000,96,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2864583,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah mewah harga terjangkau,300000000,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3333333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah wewah desain jawa oriental berlokasi di kota Kulonprogo,276000000,104,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2653846,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
MURAH SIAP HUNI 300 Jutaan dlm Perumahan Griya Pengasih Kulon Progo,300000000,70,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4285714,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Kost 40 Kamar Dekat Kampus UPN Condongcatur Yogyakarta,8900000000,501,90,7,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",17764471,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Tanah Kavling Dekat Dengan Bandara Baru Yia,100000000,90,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1111111,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Tanah Kavling Murah,93000000,75,75,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1240000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah siap bangun di daerah strategis kulon progo 15 menit ke NYIA,350000000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4375000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
SMR 256 - RUMAH MINIMALIS 160JUTA DEKAT BANDARA NYIA,160000000,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2666666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
rumah tepi jalan nasional wates 10menit dari pintu tol bandara,580000000,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4461538,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Tanah Kavling Murah,93000000,90,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1033333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Hunian Nyaman Lokasi Wates. Hanya 5 menit ke Bandara YIA Kulon Progo,309000000,75,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4120000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
perumahan murah dekat kampus uny pengasih kulon progo yogyakarta,271000000,132,39,2,1,0,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2053030,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Rumah Murah 190 Juta Tipe 30 Hanya 5 Menit Dari Samsat Kulonprogo,190000000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2638888,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah siap huni di perum Area dekat kota Wates  dekat SMKN 2 Pengasih,475000000,103,54,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4611650,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
BU!! Jual murah rumah siap huni dekat simpang tiga toyan wates.1486,455000000,161,72,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2826086,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Tanah Jogja Kulon Progo Timur Bandara YIA Kulonprogo Sertipikat Pecah,201550000,75,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2687333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"Selatan Jl. Kawasan Industri, Tanah Sentolo Luasan 140m: SHM P",1300000,159,159,3,2,0,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",8176,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"Selatan Jl. Kawasan Industri, Tanah Sentolo Luasan 140m: SHM P",1300000,146,146,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",8904,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Perumahan Siap Huni Bisa KPR DP Rendah Pengasih Kulonprogo Yogyakarta,270700000,93,29,1,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2910752,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Perumahan sudah terbangun DP Rendah KPR Dekat Kampus UNY Kulonprogo,247300000,93,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2659139,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
"Tanah Dijual Area Industri Sentolo, Jogja. Cocok Investasi Kontrakan",168000000,115,116,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1460869,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"Kavling Sentolo, Dekat Pintu Tol Jogja-Cilacap",1300000,140,140,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",9285,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
DIJUAL MURAH rumah siap huni dekat jl.Sentolo kulonprogo.1313,475000000,205,180,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2317073,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Tanah Kavling Murah Dekat Dengan Bandara Baru YIA Kulon Progo,125000000,90,90,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1388888,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Murah apartement di Yogya promo kemerdekaan mataramcity,600000018,34,34,1,1,5,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",17647059,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
komplek perumahan bukit indah ceria minimalis non subsidi 100an juta,160000000,59,30,2,1,1,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2711864,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Estetik Modern dekat Bandara NYIA,575000847,102,45,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",5637263,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
RUMAH MURAH MINIMALIS DEKAT KOTA WATES. 20 MENIT KE BANDARA YIA,327000000,80,70,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4087500,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Tanah Kavling Murah,90000000,75,75,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1200000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Perumahan selatan terminal Wates kulon Progo,299000000,90,51,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3322222,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Modern Lingkungan Ramai 13 KM Bandara YIA,295350000,131,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2254580,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Jual Rumah Fully Furnished Dalam Perumahan Griya Pengasih Kulon Progo,300000000,91,30,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",3296703,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
rumah siap huni strategis dekat SPBU Giripeni.1453,375000000,320,200,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1171875,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Jual rumah di panjatan kulon progo,525000000,150,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3500000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"Miliki Sekarang, Rumah Di Wilayah Berkembang Dekat Exit TOL Yogyakarta",250000000,80,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3125000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"TERBAIK DI WATES, CLUSTER TEPI JALAN NASIONAL WATES",590001439,121,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4876044,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"5 Menit Stasiun Wates, Luasan 137 m2",191800000,75,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2557333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Murah Dekat Bandara YIA,350000000,75,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4666666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Dijual Tanah Jogja Bisa Angsur 12X Tanpa Bunga Sertipikat Hak Milik,300000000,79,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3797468,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Persiapkan rumah untuk masa depan anda selagi harga masih terjangkau,580001231,125,55,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4640009,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Jual rumah di kulonprogo,250000000,104,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2403846,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Rumah hunian tepi Jalan raya wates depan Pom bensin Ngramang,580000123,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4461539,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
"Kavling Perumahan Wates Kota, Dekat Bandara YIA",248200000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",3447222,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Rumah Modern Lingkungan Ramai 13 KM Bandara YIA,292800000,146,96,2,1,0,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",2005479,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Perumahan Murah Design Bagus Akses Bandara NYIA,575000111,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4423077,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Rumah Modern Mewah Murah 15 menit dari Bandara NYIA,550006883,121,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",4545511,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah strategis pinggir jln nasional 5 menit ke Bandara NYIA,550000002,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4583333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Tanah Kavling Dekat Dengan Bandara Baru YIA,100000000,100,100,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1000000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,835000000,251,180,4,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3326693,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Perum Griya Gondangdia di Kawasan Prospektif Kulon Progo,267500000,80,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",3343750,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Tanah Kavling Dekat Dengan Bandara Baru YIA,100000000,90,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1111111,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Tanah Kavling Murah,93000000,95,95,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",978947,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Dijual Rumah Murah BU Dekat Kampus Negeri UNY Wates,475000000,150,100,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",3166666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Tanah Kavling Murah,70000000,110,110,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",636363,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Perumahan selatan terminal Wates kulon Progo,299000000,108,70,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2768518,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"5 Menit Stasiun Wates, Luasan 137 m2",191800000,102,102,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1880392,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Murah Dekat Bandara YIA,350000000,106,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3301886,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Murah dekat Pasar Sentolo Wates,290580690,80,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3632258,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Joglo Giripeni wates,1800000000,795,229,3,4,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",2264150,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah murah nuansa villa kulonprogo,300000000,72,36,2,1,1,HGB - Hak Guna Bangun,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4166666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Dekat Bandara NYIA Rumah Mewah Tepat utk Investasi,550000003,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",4583333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
Tanah Jogja Kulon Progo Timur Bandara YIA Kulonprogo Sertipikat Pecah,201550000,146,80,4,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",1380479,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
"Rumah Dijual Jogja Murah , Bangun Rumah Hemat 150 Jt",125000000,126,55,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",992063,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
