title,price,land,building,bed,bath,floor,certificate,location,landprice,loc,point,lat,lon,regency
"Rumah siap bangun 435 juta dekat polres bantul,  gose di ringinharjo",435000001,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I.",4833333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8748176, 110.3255365, 0.0)",-7.8748176,110.3255365,Sleman Regency
"DIJUAL  MURAH SEGERA !!!
RUMAH SIAP HUNI 350 JUTA DI SLEMAN",350000000,110,40,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",3181818,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Rumah 2 lantai full furnish dekat hotel hyatt,1700000000,136,110,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",12500000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7612783, 110.3618401, 0.0)",-7.7612783,110.3618401,Sleman Regency
Riumah Model Paris di Perum Elite Merapi View Jl Kaliurang dekat UII B,2300000000,162,100,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",14197530,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
"Rumah Idaman Area Jalan Damai, Harga Murah, Strategis",790008780,106,60,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",7452913,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah Klasik Mewah Dengan Perabot Lengkap Dekat Pamella Tujuh Kalasan,2000000000,128,258,5,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",15625000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Rumah Murah Bisa KPR di Area Prambanan: Konsep Heritage,260009999,87,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",2988620,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.689595199999999, 110.3449703, 0.0)",-7.689595199999999,110.3449703,Sleman Regency
Rumah Pinggir Jalan Magelang (Strategis Banget),1495000000,103,110,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",14514563,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7612783, 110.3618401, 0.0)",-7.7612783,110.3618401,Sleman Regency
"Rumah Dalam Perumahan Jl.Palagan Km.8 Dekat Hyatt,Monjali,UGM",775000000,91,60,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",8516483,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah Dekat Jalan Imogiri Timur di Puton Jetis Siap Bangun,385000000,107,45,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I.",3598130,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.913659999999999, 110.3728136, 0.0)",-7.913659999999999,110.3728136,Sleman Regency
"Dijual Rumah Sleman, Umbulmartani View Merapi Timur Kampus UII TERPADU",650000088,104,63,2,1,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",6250000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
Rumah Minimalis Jl Pendowoharjo Dalam Cluster,480000000,112,45,2,1,1,SHM - Sertifikat Hak Milik,"Tempel, Sleman Kab., Yogyakarta D.I.",4285714,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.658262999999999, 110.3267439, 0.0)",-7.658262999999999,110.3267439,Sleman Regency
Rumah Tropis di Laguna Spring Jalan Wonosari,2500000000,127,130,3,3,2,HGB - Hak Guna Bangun,"Banguntapan, Bantul Kab., Yogyakarta D.I.",19685039,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
Bu jual rumah baru tanah luas di manisrenggo view sawah,375000000,67,50,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",5597014,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Rumah Baru Siap Huni Di Jalan Imogiri Barat Dekat Kota Jogja,400000000,85,60,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I.",4705882,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.913659999999999, 110.3728136, 0.0)",-7.913659999999999,110.3728136,Sleman Regency
Rumah 2 lantai dekat Harjolukito di blok O,950000000,162,280,3,3,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I.",5864197,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
PERUMAHAN MEWAH MULAI 900JUTAAN DEKAT KAMPUS UII - SMR285,900000000,131,70,3,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",6870229,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
Saatnya Miliki Rumah Konsep Minimalis Bernuansa Putih Elegan 500jutaan,500000018,142,45,2,1,1,SHM - Sertifikat Hak Milik,"Tempel, Sleman Kab., Yogyakarta D.I.",3521126,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.658262999999999, 110.3267439, 0.0)",-7.658262999999999,110.3267439,Sleman Regency
DIJUAL MURAH RUMAH 2 LANTAI SEKITAR STADION SULTAN AGUNG,600000000,70,50,2,2,2,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I.",8571428,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8748176, 110.3255365, 0.0)",-7.8748176,110.3255365,Sleman Regency
Rumah Hook Strategis Dipinggir Jalan Aspal,660000000,86,50,2,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I.",7674418,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.804583999999999, 110.443604, 0.0)",-7.804583999999999,110.443604,Sleman Regency
RUMAH MURAH STRATEGIS DI DEKAT KAMPUS UII JL KALIURANG SLEMAN YOGYA,585000000,178,180,3,2,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",3286516,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
SMART HOME DESAIN SCANDINAVIAN DI BANTUL DEKAT KIDS FUN,910000000,108,90,3,2,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I.",8425925,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
Rumah Baru Dalam Cluster JL Kabupaten Dalam Ring Road,1468000000,101,130,3,3,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I.",14534653,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7970947, 110.3250246, 0.0)",-7.7970947,110.3250246,Sleman Regency
Jual Rumah lokasi Strategis,700000000,111,50,2,2,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I.",6306306,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.767382, 110.2931036, 0.0)",-7.767382,110.2931036,Sleman Regency
"Rumah dijual, Rumah kosan eksklusif full penghuni, dekat Kampus UGM",900000000,70,70,5,5,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I.",12857142,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7970947, 110.3250246, 0.0)",-7.7970947,110.3250246,Sleman Regency
Rumah Baru dan Luas Dalam Ring Road JL Kabupaten,1550000000,130,129,3,3,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I.",11923076,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7970947, 110.3250246, 0.0)",-7.7970947,110.3250246,Sleman Regency
"RUMAH MINIMALIS 499JUTA SIAP BANGUN DEKAT PASAR GODEAN -
SMR 276",499000000,100,60,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I.",4990000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.767382, 110.2931036, 0.0)",-7.767382,110.2931036,Sleman Regency
Dijual Hunian Idaman Strategis Hanya 200 Jutaan di Kulonprogo,225000000,113,40,2,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",1991150,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.842139700000001, 110.168706, 0.0)",-7.842139700000001,110.168706,Sleman Regency
"Dijual Rumah Mewah Minimalis Dekat Ringroad, Sleman Yogyakarta",472500000,75,45,2,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I.",6300000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7970947, 110.3250246, 0.0)",-7.7970947,110.3250246,Sleman Regency
Rumah full furnished di jln Besi-Jangkang - SMR 220,696000000,130,80,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",5353846,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah baru di Pandanaran akses jalan 5 mtr dekat UII,795000000,105,71,3,2,0,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",7571428,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
"Rumah Murah di Selatan Uii, Hanya 200 Juta-an",195000400,50,30,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I.",3900008,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
"PERUMAHAN MODERN BARU DI JL. KALIURANG

-SMR 312",800000000,112,45,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I.",7142857,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
"Rumah Termurah di Jakal, Siap Bangun 10 Unit",190002000,50,30,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I.",3800040,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah dalam perumahan elit jalan palagan km 10,1700000000,205,80,3,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",8292682,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Oemah Joglo 312 m2 Besi Jangkang JL Kaliurang Sukoharjo Ngaglik,799000000,112,45,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I.",7133928,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
"For SALE, Rumah Mewah di Utara Jogja Bay, One Gates System",1505000000,123,180,4,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",12235772,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
Griya Perumahan Purwo Sleman Dkat JL Tajem Wedomartani Maguwoharjo,699000000,102,60,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",6852941,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Rumah baru dekat UII jakal km 13 besi jangkang,775000000,135,80,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",5740740,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah Modern Sertifikat SHM Dekat Pamela 7,553050000,107,45,2,1,0,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",5168691,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Rumah Cantik Berkualitas Di Jalan Kaliurang Km 13 Dekat UGM,835000000,100,130,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",8350000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah Siap Huni Jual Cepat Di Sleman Legalitas SHM &amp; IMB Siap KPR,585000088,93,54,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",6290323,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
Rumah Di Jalan Pandanaran Yogyakarta Luas dan Murah,800000001,140,73,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",5714285,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah Mungil di Purwomartani Timur Perumahan Pertamina,585000001,129,90,3,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",4534883,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
MINIMALIS Terjangkau Hanya 5 Menit Kampus UII KALIURANG,575000000,87,60,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",6609195,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah Strategis Lingkungan Perumahan di Jalan Kaliurang km 9,1500000000,100,90,3,3,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",15000000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
RUMAH MINIMALIS MODERN CANTIK DI JOGJA UTARA - SMR120,415000000,121,45,2,1,1,SHM - Sertifikat Hak Milik,"Tempel, Sleman Kab., Yogyakarta D.I.",3429752,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.658262999999999, 110.3267439, 0.0)",-7.658262999999999,110.3267439,Sleman Regency
Rumah Baru Lingkungan Padat 3 KM Dari Jogja Bay,550800000,108,45,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",5100000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
"RUMAH KAVLING MODERN STRATEGIS DI SIDOARUM, GODEAN - SMR 100",830000000,151,90,3,2,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I.",5496688,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.767382, 110.2931036, 0.0)",-7.767382,110.2931036,Sleman Regency
Jual Rumah Siap Huni Di Sleman Harga Terjangkau Siap KPR,585000057,120,88,3,2,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",4875000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
Rumah Dijual LT:250 Perumahan Banteng Jl. Kaliurang Km. 7 dkt UGM,2900000000,150,140,5,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",19333333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
RUMAH BANGUNTAPAN POTORONO JL PLERET DEKAT KOTAGEDE UAD GIWANGAN JOGJA,510000000,90,37,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I.",5666666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
Kode RSH 191 # Rumah Cantik  baru Siap Huni di Karangasem Patalan Jeti,400000000,120,120,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I.",3333333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.913659999999999, 110.3728136, 0.0)",-7.913659999999999,110.3728136,Sleman Regency
RUMAH MEWAH MODERN STRATEGIS DEKAT JOGJA BAY - SMR 234,1500000000,97,150,5,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",15463917,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
rumah 200an juta tipe 36 minimalis shm imb minggir sleman,295000000,108,36,2,1,0,SHM - Sertifikat Hak Milik,"Minggir, Sleman Kab., Yogyakarta D.I.",2731481,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7149815, 110.2581334, 0.0)",-7.7149815,110.2581334,Sleman Regency
Rumah siap bangun lokasi strategis 50 m jln Godean km 15,425000000,130,36,2,1,1,SHM - Sertifikat Hak Milik,"Moyudan, Sleman Kab., Yogyakarta D.I.",3269230,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.760786, 110.2449692, 0.0)",-7.760786,110.2449692,Sleman Regency
"5 Menit Stasiun Wates, Luasan 137 m2",191800000,58,30,2,1,1,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I.",3306896,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.893727999999999, 110.1434668, 0.0)",-7.893727999999999,110.1434668,Sleman Regency
Rumah Siap Huni di Jl Imogiri Barat KM 12 Jetis Bantul dkt Bantul Kota,325000005,85,60,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I.",3823529,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.913659999999999, 110.3728136, 0.0)",-7.913659999999999,110.3728136,Sleman Regency
Rumah 200 Jutaan Murah Minimalis di Gaten Jetis Siap Bangun,250000222,60,36,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I.",4166670,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.913659999999999, 110.3728136, 0.0)",-7.913659999999999,110.3728136,Sleman Regency
"Rumah 2 Lantai Dalam Cluster Di Klidon Sukoharjo, Dekat Kampus UII",1150000003,121,100,3,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",9504132,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
"Rumah dijual dekat polsek bantul 580 juta siap huni di deresan, bantul",580000010,121,63,2,1,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I.",4793388,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8748176, 110.3255365, 0.0)",-7.8748176,110.3255365,Sleman Regency
Murah ! Rumah Baru dalam Perum di jl.imogiri dekat UAD Giwangan Jogja,776000000,88,76,3,2,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I.",8818181,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
Rumah murah akses papasan dekat RS UII Pandak.1483,295000000,96,45,2,1,1,SHM - Sertifikat Hak Milik,"Pandak, Bantul Kab., Yogyakarta D.I.",3072916,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8975532, 110.2981682, 0.0)",-7.8975532,110.2981682,Sleman Regency
Rumah Dekat Jl Imogiri Timur di Jetis Bantul Kota Akses Jalan Aspal,385000009,102,61,3,2,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I.",3774509,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.913659999999999, 110.3728136, 0.0)",-7.913659999999999,110.3728136,Sleman Regency
"Siap Bangun Hunian Mewah Elit dgn Private Pool, Developer Patrajasa",4791440000,198,180,3,3,2,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I.",24199191,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
Rumah pese. Bangun 5 unit sisa 4 unit di ngemplak jangkang sleman,375000000,64,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",5859375,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
Kode : RSH 3240 #Rumah dan Warung Makan Strategis Siap Huni di Bangunt,1800000000,291,50,3,2,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I.",6185567,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
Hunian Baru Banguntapan Tamanan Dekat JL Imogiri Timur UAD Giwangan,325000000,61,36,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I.",5327868,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
Kost dijual Jogja di Jakal 5 menit ke Kampus UII Jalan Kaliurang KM 13,1900000000,150,120,10,10,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",12666666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
"Asri Sejuk Dekat Sungai, Daaru Tirta Hutama, Bebas Desain Fasad",328650000,79,38,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",4160126,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Griya Nyaman Perum JL Turi Dkt JL Magelang Pandowoharjo Pangukan,675000000,120,58,2,1,1,SHM - Sertifikat Hak Milik,"Turi, Sleman Kab., Yogyakarta D.I.",5625000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.642581900000001, 110.3717201, 0.0)",-7.642581900000001,110.3717201,Sleman Regency
Rumah Perum 3KT 2KM Sleman Margoluwih Seyegan Dekat TGP Godean Jogja,325000000,83,50,3,2,2,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I.",3915662,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.767382, 110.2931036, 0.0)",-7.767382,110.2931036,Sleman Regency
"NEGO Sampai Deal, Bisa Custom Layout Rumah, Tipe 36, Maguwoharjo",458000000,64,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I.",7156250,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.701154699999999, 110.4472796, 0.0)",-7.701154699999999,110.4472796,Sleman Regency
Kode RSH 305 # Rumah Murah Bagus di Baturetno Banguntapan Bantul Yogya,350000000,56,38,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I.",6250000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.811851099999999, 110.4091104, 0.0)",-7.811851099999999,110.4091104,Sleman Regency
Rumah Kodya Dekat Kampus UST Taman Siswa,1450000000,72,130,3,2,3,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",20138888,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.816772, 110.3838939, 0.0)",-7.816772,110.3838939,Sleman Regency
Rumah 2 lantai Fully Furnish di Karangmojo Purwomartani Kalasan Sleman,1300000000,136,95,3,2,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",9558823,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Rumah 2 lantai Fully Furnish di Karangmojo Purwomartani Kalasan Sleman,1300000000,145,200,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I.",8965517,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7295892, 110.4512091, 0.0)",-7.7295892,110.4512091,Sleman Regency
Rumah Siap Huni Hanya 5 Menit Ke UII Kaliurang!!,830000099,138,75,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.",6014493,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.702967699999999, 110.4134792, 0.0)",-7.702967699999999,110.4134792,Sleman Regency
